Date,League,HomeTeam,AwayTeam,HomeScore,AwayScore,OU_Line,TotalPoints,OU_Result,Home_Avg_Pts_For,Home_Avg_Pts_Against,Away_Avg_Pts_For,Away_Avg_Pts_Against,Avg_Pts_For_Diff,Avg_Pts_Against_Diff
2022-11-26,NCAAB,Southeast,Boston,63,52,144.0,115,0,63.5,67.0,70.88888888888889,67.44444444444444,-7.388888888888886,-0.44444444444444287
2022-11-26,NCAAB,Eastern,Alabama,58,67,133.0,125,0,62.6,76.7,71.3,79.3,-8.699999999999996,-2.5999999999999943
2022-11-26,NCAAB,George,New,75,54,141.0,129,0,76.2,72.4,73.8,74.6,2.4000000000000057,-2.1999999999999886
2022-11-26,NCAAB,Hartford,Delaware,50,78,142.0,128,0,58.0,84.66666666666667,66.0,81.5,-8.0,3.1666666666666714
2022-11-26,NCAAB,Bucknell,Marist,54,60,135.0,114,0,72.66666666666667,65.66666666666667,74.0,73.5,-1.3333333333333286,-7.833333333333329
2022-11-26,NCAAB,Oakland,San,67,80,138.0,147,1,74.0,93.66666666666667,71.8,73.5,2.200000000000003,20.16666666666667
2022-11-26,NCAAB,Western,Youngstown,64,88,151.0,152,1,64.9,69.8,81.33333333333333,71.33333333333333,-16.433333333333323,-1.5333333333333314
2022-11-26,NCAAB,Omaha,Southern,88,78,137.0,166,1,62.833333333333336,80.0,66.6,62.0,-3.7666666666666586,18.0
2022-11-26,NCAAB,North,Gardner-Webb,58,53,136.0,111,0,67.3,76.4,63.75,69.0,3.549999999999997,7.400000000000006
2022-11-27,NCAAB,Purdue,Duke,75,56,134.0,131,0,65.0,71.6,69.16666666666667,51.666666666666664,-4.166666666666671,19.93333333333333
2022-11-27,NCAAB,Alabama,North,103,101,155.0,204,1,71.0,74.0,66.0,73.6,5.0,0.4000000000000057
2022-11-27,NCAAB,Penn,Delaware,86,73,143.0,159,1,70.2,69.0,70.0,71.0,0.20000000000000284,-2.0
2022-11-27,NCAAB,Central,Idaho,81,77,143.0,158,1,67.8,78.8,62.8,67.0,5.0,11.799999999999997
2022-11-27,NCAAB,Seton,Siena,55,60,136.0,115,0,73.0,60.5,67.88888888888889,77.77777777777777,5.111111111111114,-17.27777777777777
2022-11-27,NCAAB,North,Jacksonville,71,81,140.0,152,1,68.6,76.5,62.3,78.3,6.299999999999997,-1.7999999999999972
2022-11-27,NCAAB,Lehigh,Monmouth,80,76,143.0,156,1,72.0,90.0,64.66666666666667,89.66666666666667,7.333333333333329,0.3333333333333286
2022-11-27,NCAAB,Ucf,Miami,64,66,136.0,130,0,77.0,67.4,74.83333333333333,73.5,2.1666666666666714,-6.099999999999994
2022-11-27,NCAAB,Florida,Eastern,90,79,155.0,169,1,71.3,75.2,62.0,76.4,9.299999999999997,-1.2000000000000028
2022-11-27,NCAAB,Ucla,Bellarmine,81,60,136.0,141,1,84.0,51.0,60.0,72.66666666666667,24.0,-21.66666666666667
2022-11-27,NCAAB,West,Florida,84,55,146.0,139,0,77.1,84.0,72.7,75.7,4.3999999999999915,8.299999999999997
2022-11-27,NCAAB,Uconn,Iowa,71,53,134.0,124,0,86.6,59.6,78.2,71.6,8.399999999999991,-11.999999999999993
2022-11-27,NCAAB,Smu,Lamar,75,50,138.0,125,0,65.66666666666667,78.0,69.5,74.0,-3.8333333333333286,4.0
2022-11-27,NCAAB,Arizona,Alcorn,76,54,133.0,130,0,86.0,70.77777777777777,61.0,81.33333333333333,25.0,-10.555555555555557
2022-11-27,NCAAB,Oklahoma,Prairie,78,53,141.0,131,0,69.8,58.0,70.66666666666667,66.66666666666667,-0.8666666666666742,-8.666666666666671
2022-11-27,NCAAB,Incarnate,Grambling,63,61,136.0,124,0,61.0,64.66666666666667,83.0,74.0,-22.0,-9.333333333333329
2022-11-27,NCAAB,Elon,Radford,53,69,136.0,122,0,60.0,76.33333333333333,83.0,77.0,-23.0,-0.6666666666666714
2022-11-27,NCAAB,Santa,Iona,86,76,148.0,162,1,67.75,69.0,78.0,61.0,-10.25,8.0
2022-11-27,NCAAB,Unc,Stephen,58,75,131.0,133,1,68.4,76.1,71.5,71.5,-3.0999999999999943,4.599999999999994
2022-11-27,NCAAB,Oakland,Missouri,64,76,138.0,140,1,72.25,90.25,71.1,81.9,1.1500000000000057,8.349999999999994
2022-11-27,NCAAB,Uc,Southeast,73,71,148.0,144,0,70.0,70.2,63.333333333333336,62.0,6.666666666666664,8.200000000000003
2022-11-27,NCAAB,Campbell,Stetson,87,85,127.0,172,1,85.0,61.0,55.333333333333336,100.16666666666667,29.666666666666664,-39.16666666666667
2022-11-27,NCAAB,Oklahoma,Mississippi,59,55,128.0,114,0,72.5,58.1,67.0,64.0,5.5,-5.899999999999999
2022-11-27,NCAAB,Memphis,Stanford,56,48,137.0,104,0,87.33333333333333,70.83333333333333,74.8,66.2,12.533333333333331,4.633333333333326
2022-11-27,NCAAB,Georgia,Belmont,66,68,139.0,134,0,71.7,66.9,78.2,77.8,-6.5,-10.899999999999991
2022-11-27,NCAAB,Colgate,Hartford,92,58,145.0,150,1,78.83333333333333,77.16666666666667,56.0,83.0,22.83333333333333,-5.833333333333329
2022-11-27,NCAAB,Temple,Drexel,73,61,130.0,134,1,70.0,73.2,59.0,38.0,11.0,35.2
2022-11-27,NCAAB,Eastern,Uc,63,66,144.0,129,0,64.2,76.7,70.2,68.8,-6.0,7.900000000000006
2022-11-27,NCAAB,Northern,Abilene,82,92,141.0,174,1,65.4,75.7,72.14285714285714,64.57142857142857,-6.742857142857133,11.128571428571433
2022-11-27,NCAAB,Saint,Fdu,77,63,146.0,140,0,75.5,69.4,83.4,87.6,-7.900000000000006,-18.19999999999999
2022-11-27,NCAAB,Northern,Tennessee,85,77,131.0,162,1,66.8,76.5,72.42857142857143,66.0,-5.628571428571433,10.5
2022-11-27,NCAAB,Northwestern,Bethune-Cookman,69,66,134.0,135,1,69.0,53.833333333333336,49.0,101.0,20.0,-47.166666666666664
2022-11-28,NCAAB,Boston,Uc,70,81,142.0,151,1,69.0,67.0,71.3,68.6,-2.299999999999997,-1.5999999999999943
2022-11-28,NCAAB,Marist,Columbia,52,39,137.0,91,0,69.33333333333333,67.0,49.666666666666664,77.0,19.666666666666664,-10.0
2022-11-28,NCAAB,Tulane,Louisiana-Monroe,75,60,141.0,135,0,71.5,73.0,60.0,64.0,11.5,9.0
2022-11-28,NCAAB,Tennessee-Martin,Mcneese,86,83,144.0,169,1,68.0,80.0,60.0,78.0,8.0,2.0
2022-11-28,NCAAB,Utsa,Incarnate,68,62,133.0,130,0,68.14285714285714,72.14285714285714,61.5,63.75,6.642857142857139,8.392857142857139
2022-11-28,NCAAB,Arkansas,Troy,74,61,139.0,135,0,70.14285714285714,62.285714285714285,76.0,70.66666666666667,-5.857142857142861,-8.380952380952387
2022-11-28,NCAAB,Milwaukee,Southeast,84,68,141.0,152,1,72.0,76.0,65.25,64.75,6.75,11.25
2022-11-28,NCAAB,Nevada,Sam,78,60,129.0,138,1,69.33333333333333,66.66666666666667,64.25,52.75,5.083333333333329,13.916666666666671
2022-11-28,NCAAB,Grambling,Dartmouth,73,49,141.0,122,0,72.0,68.5,67.0,79.0,5.0,-10.5
2022-11-29,NCAAB,Marquette,Baylor,96,70,155.0,166,1,83.0,72.0,87.0,70.0,-4.0,2.0
2022-11-29,NCAAB,Wichita,Missouri,84,88,139.0,172,1,72.0,60.2,73.9,79.2,-1.9000000000000057,-19.0
2022-11-29,NCAAB,Grand,Alcorn,80,72,125.0,152,1,46.0,59.0,59.25,80.0,-13.25,-21.0
2022-11-29,NCAAB,Iowa,Georgia,81,65,150.0,146,0,74.0,71.5,71.5,68.2,2.5,3.299999999999997
2022-11-29,NCAAB,Tarleton,Weber,75,65,133.0,140,1,69.6,68.4,56.333333333333336,75.0,13.266666666666659,-6.599999999999994
2022-11-29,NCAAB,Wisconsin,Wake,75,78,130.0,153,1,57.0,53.666666666666664,74.5,68.0,-17.5,-14.333333333333336
2022-11-29,NCAAB,Illinois,Syracuse,73,44,144.0,117,0,81.3,62.0,83.0,73.33333333333333,-1.7000000000000028,-11.333333333333329
2022-11-29,NCAAB,Clemson,Penn,101,94,133.0,195,1,72.83333333333333,63.166666666666664,73.8,68.5,-0.9666666666666686,-5.333333333333336
2022-11-29,NCAAB,Kentucky,Bellarmine,60,41,139.0,101,0,83.33333333333333,64.66666666666667,60.0,74.75,23.33333333333333,-10.083333333333329
2022-11-29,NCAAB,Duquesne,Uc,72,61,135.0,133,0,94.25,63.25,71.5,69.2,22.75,-5.950000000000003
2022-11-29,NCAAB,Louisville,Maryland,54,79,136.0,133,0,58.0,80.5,86.33333333333333,63.0,-28.33333333333333,17.5
2022-11-29,NCAAB,Appalachian,Furman,61,65,143.0,126,0,67.0,71.0,83.0,78.0,-16.0,-7.0
2022-11-29,NCAAB,North,William,85,64,146.0,149,1,68.6,75.7,68.0,72.66666666666667,0.5999999999999943,3.0333333333333314
2022-11-30,NCAAB,Iowa,North,63,44,133.0,107,0,75.0,70.57142857142857,69.7,74.1,5.299999999999997,-3.528571428571425
2022-11-30,NCAAB,Eastern,Northern,70,90,128.0,160,1,64.8,74.6,70.7,77.9,-5.900000000000006,-3.3000000000000114
2022-11-30,NCAAB,Texas,Smu,83,64,138.0,147,1,77.7,73.1,68.0,71.0,9.700000000000003,2.0999999999999943
2022-11-30,NCAAB,Tcu,Providence,75,62,135.0,137,1,73.0,65.33333333333333,78.33333333333333,69.0,-5.333333333333329,-3.6666666666666714
2022-11-30,NCAAB,Memphis,North,87,68,143.0,155,1,82.85714285714286,67.57142857142857,68.5,70.8,14.357142857142861,-3.2285714285714278
2022-11-30,NCAAB,Penn,Saint,80,85,145.0,165,1,73.9,71.8,75.4,68.7,-1.5,3.0999999999999943
2022-11-30,NCAAB,Loyola,Central,85,70,142.0,155,1,65.1,70.4,70.4,78.6,-5.300000000000011,-8.199999999999989
2022-11-30,NCAAB,Southern,Montana,83,86,144.0,169,1,69.1,63.7,64.5,72.16666666666667,4.599999999999994,-8.466666666666669
2022-11-30,NCAAB,Air,Arkansas-Pine,81,53,128.0,134,1,60.0,68.5,54.333333333333336,76.0,5.666666666666664,-7.5
2022-11-30,NCAAB,Indiana,North,77,65,144.0,142,0,82.6,58.9,67.7,73.1,14.899999999999991,-14.199999999999996
2022-11-30,NCAAB,Nebraska,Boston,88,67,131.0,155,1,71.0,62.666666666666664,68.1,67.4,2.9000000000000057,-4.733333333333341
2022-11-30,NCAAB,Seattle,Cal,69,62,138.0,131,0,76.44444444444444,69.0,65.8,73.7,10.644444444444446,-4.700000000000003
2022-11-30,NCAAB,Saint,New,65,69,137.0,134,0,74.8,69.9,70.3,74.0,4.5,-4.099999999999994
2022-11-30,NCAAB,Austin,Western,74,75,130.0,149,1,64.0,63.5,64.2,71.8,-0.20000000000000284,-8.299999999999997
2022-11-30,NCAAB,Colorado,Loyola,87,71,144.0,158,1,78.42857142857143,68.85714285714286,66.6,71.1,11.828571428571436,-2.242857142857133
2022-11-30,NCAAB,Bradley,Northern,68,53,138.0,121,0,73.33333333333333,62.0,72.8,77.6,0.5333333333333314,-15.599999999999994
2022-11-30,NCAAB,Indiana,Drake,75,73,149.0,148,0,82.2,59.4,74.25,60.0,7.950000000000003,-0.6000000000000014
2022-11-30,NCAAB,Ut,Texas,89,82,156.0,171,1,66.6,70.8,78.5,74.0,-11.900000000000006,-3.200000000000003
2022-11-30,NCAAB,Umass,Merrimack,77,51,130.0,128,0,75.25,67.5,52.5,72.0,22.75,-4.5
2022-11-30,NCAAB,Yale,Howard,86,40,137.0,126,0,72.0,56.666666666666664,67.6,74.6,4.400000000000006,-17.93333333333333
2022-11-30,NCAAB,Florida,South,84,59,141.0,143,1,72.1,75.4,63.7,71.7,8.399999999999991,3.700000000000003
2022-11-30,NCAAB,Florida,Eastern,68,80,162.0,148,0,75.5,73.2,63.5,74.8,12.0,-1.5999999999999943
2022-11-30,NCAAB,Maryland-Eastern,Lehigh,64,60,145.0,124,0,66.22222222222223,87.44444444444444,74.66666666666667,85.33333333333333,-8.444444444444443,2.1111111111111143
2022-11-30,NCAAB,Uic,Missouri,51,66,135.0,117,0,69.33333333333333,64.66666666666667,77.9,78.5,-8.566666666666677,-13.833333333333329
2022-11-30,NCAAB,Bucknell,St.,89,65,140.0,154,1,68.0,64.25,72.4,70.3,-4.400000000000006,-6.049999999999997
2022-11-30,NCAAB,Marshall,Akron,68,57,145.0,125,0,89.0,64.0,62.666666666666664,62.666666666666664,26.333333333333336,1.3333333333333357
2022-11-30,NCAAB,Charleston,The,73,76,136.0,149,1,81.5,78.75,69.33333333333333,72.66666666666667,12.166666666666671,6.083333333333329
2022-11-30,NCAAB,Cincinnati,Njit,86,60,132.0,146,1,72.33333333333333,72.5,57.75,89.0,14.583333333333329,-16.5
2022-11-30,NCAAB,Florida,Purdue,69,79,137.0,148,1,75.6,73.6,66.66666666666667,69.0,8.933333333333323,4.599999999999994
2022-11-30,NCAAB,Miami,Rutgers,68,61,137.0,129,0,73.57142857142857,72.14285714285714,74.75,45.25,-1.1785714285714306,26.89285714285714
2022-11-30,NCAAB,St.,Delaware,81,73,132.0,154,1,70.5,74.4,70.75,74.75,-0.25,-0.3499999999999943
2022-11-30,NCAAB,Drexel,Lafayette,64,56,121.0,120,0,60.0,55.5,62.666666666666664,71.66666666666667,-2.6666666666666643,-16.16666666666667
2022-12-01,NCAAB,Green,Milwaukee,67,81,134.0,148,1,64.0,78.0,78.0,72.0,-14.0,6.0
2022-12-01,NCAAB,Murray,Illinois,70,67,138.0,137,0,70.5,78.25,79.5,61.6,-9.0,16.65
2022-12-01,NCAAB,Arkansas,Mississippi,58,38,130.0,96,0,70.625,62.125,67.1,62.7,3.5250000000000057,-0.5750000000000028
2022-12-01,NCAAB,Bethune-Cookman,Chicago,86,73,135.0,159,1,57.5,85.0,65.33333333333333,77.83333333333333,-7.833333333333329,7.166666666666671
2022-12-01,NCAAB,Radford,North,80,78,132.0,158,1,78.33333333333333,69.0,67.3,75.4,11.033333333333331,-6.400000000000006
2022-12-01,NCAAB,Wofford,Presbyterian,76,63,133.0,139,1,70.66666666666667,76.33333333333333,55.0,69.0,15.666666666666671,7.333333333333329
2022-12-01,NCAAB,Manhattan,Fairfield,56,53,130.0,109,0,63.25,73.0,62.25,68.75,1.0,4.25
2022-12-01,NCAAB,Wright,Robert,59,80,144.0,139,0,76.28571428571429,69.57142857142857,59.5,63.0,16.785714285714292,6.571428571428569
2022-12-01,NCAAB,Northern,Youngstown,77,73,140.0,150,1,71.7,79.3,83.0,69.5,-11.299999999999997,9.799999999999997
2022-12-01,NCAAB,Notre,Michigan,70,52,139.0,122,0,79.4,71.6,76.6,69.5,2.8000000000000114,2.0999999999999943
2022-12-01,NCAAB,Texas,Creighton,72,67,140.0,139,0,80.3,74.7,84.1,65.8,-3.799999999999997,8.900000000000006
2022-12-02,NCAAB,East,Campbell,79,69,134.0,148,1,67.8,83.6,86.0,73.0,-18.200000000000003,10.599999999999994
2022-12-02,NCAAB,Idaho,Northern,84,47,145.0,131,0,65.16666666666667,69.33333333333333,74.4,79.8,-9.233333333333334,-10.466666666666669
2022-12-02,NCAAB,Lsu,Ut,63,59,132.0,122,0,75.5,58.25,68.6,73.3,6.900000000000006,-15.049999999999997
2022-12-02,NCAAB,South,Charleston,79,59,133.0,138,1,65.4,72.2,79.8,78.2,-14.399999999999991,-6.0
2022-12-02,NCAAB,Bryant,Brown,60,72,156.0,132,0,64.125,88.5,65.66666666666667,73.0,-1.5416666666666714,15.5
2022-12-02,NCAAB,Merrimack,Boston,54,68,127.0,122,0,52.2,73.0,67.6,69.9,-15.399999999999991,3.0999999999999943
2022-12-02,NCAAB,Georgia,Florida,68,46,131.0,114,0,71.2,70.8,74.9,74.8,-3.700000000000003,-4.0
2022-12-02,NCAAB,Louisiana,Southern,74,59,145.0,133,0,73.66666666666667,75.0,70.4,64.1,3.2666666666666657,10.900000000000006
2022-12-02,NCAAB,Liberty,Maryland-Eastern,79,59,132.0,138,1,65.5,85.5,66.0,84.7,-0.5,0.7999999999999972
2022-12-03,NCAAB,Wyoming,Grand,58,66,126.0,124,0,60.666666666666664,63.666666666666664,63.0,65.5,-2.3333333333333357,-1.8333333333333357
2022-12-03,NCAAB,Austin,Tennessee,77,61,134.0,138,1,66.0,65.8,73.0,68.375,-7.0,-2.575000000000003
2022-12-03,NCAAB,Rutgers,Indiana,63,48,135.0,111,0,72.0,49.8,81.6,60.7,-9.599999999999994,-10.900000000000006
2022-12-03,NCAAB,Columbia,New,56,52,137.0,108,0,47.0,70.75,70.8,73.8,-23.799999999999997,-3.049999999999997
2022-12-03,NCAAB,Binghamton,Stonehill,66,69,142.0,135,0,67.75,76.25,78.8,85.8,-11.049999999999997,-9.549999999999997
2022-12-03,NCAAB,Hampton,Howard,74,65,143.0,139,0,66.0,90.5,63.0,76.5,3.0,14.0
2022-12-03,NCAAB,Santa,Sacramento,72,65,139.0,137,0,71.4,70.4,56.5,70.25,14.900000000000006,0.15000000000000568
2022-12-03,NCAAB,Uc,Pacific,82,71,139.0,153,1,71.2,70.2,86.2,83.8,-15.0,-13.599999999999994
2022-12-03,NCAAB,Northern,Robert,60,56,128.0,116,0,72.2,80.7,66.33333333333333,61.666666666666664,5.866666666666674,19.03333333333334
2022-12-03,NCAAB,Drake,Uic,77,64,143.0,141,0,74.0,63.0,64.75,65.0,9.25,-2.0
2022-12-03,NCAAB,Stony,Yale,72,77,130.0,149,1,51.75,75.0,75.5,52.5,-23.75,22.5
2022-12-03,NCAAB,Xavier,West,84,74,148.0,158,1,79.0,66.33333333333333,78.1,79.2,0.9000000000000057,-12.866666666666674
2022-12-03,NCAAB,Memphis,Mississippi,68,57,134.0,125,0,83.375,67.625,65.8,60.5,17.575000000000003,7.125
2022-12-03,NCAAB,Pepperdine,Northern,88,69,151.0,157,1,72.0,81.0,70.3,77.2,1.7000000000000028,3.799999999999997
2022-12-03,NCAAB,Alabama,South,78,65,155.0,143,0,73.7,75.7,67.3,71.9,6.400000000000006,3.799999999999997
2022-12-03,NCAAB,Cal,California,64,53,128.0,117,0,66.3,72.6,63.375,67.625,2.924999999999997,4.974999999999994
2022-12-03,NCAAB,San,Unlv,78,95,139.0,173,1,72.8,74.5,58.0,50.5,14.799999999999997,24.0
2022-12-03,NCAAB,Arkansas,San,99,58,132.0,157,1,69.22222222222223,59.44444444444444,73.9,78.0,-4.677777777777777,-18.555555555555557
2022-12-03,NCAAB,North,Omaha,75,45,121.0,120,0,68.6,76.4,66.42857142857143,79.71428571428571,2.1714285714285637,-3.3142857142857025
2022-12-03,NCAAB,Loyola,Depaul,72,78,138.0,150,1,66.2,72.8,72.0,65.6,-5.799999999999997,7.200000000000003
2022-12-03,NCAAB,Miami,Indiana,61,88,154.0,149,0,72.875,70.75,78.3,61.0,-5.424999999999997,9.75
2022-12-03,NCAAB,Western,Ut,90,72,156.0,162,1,66.2,72.4,67.6,73.9,-1.3999999999999915,-1.5
2022-12-03,NCAAB,Furman,South,88,76,149.0,164,1,77.0,72.33333333333333,67.8,72.8,9.200000000000003,-0.46666666666666856
2022-12-03,NCAAB,Gardner-Webb,Chattanooga,71,82,131.0,153,1,61.6,66.8,71.33333333333333,80.0,-9.733333333333327,-13.200000000000003
2022-12-03,NCAAB,Notre,Syracuse,61,62,136.0,123,0,77.83333333333333,68.33333333333333,73.25,73.25,4.583333333333329,-4.916666666666671
2022-12-03,NCAAB,Georgetown,South,71,74,140.0,145,1,69.25,72.75,67.2,72.3,2.049999999999997,0.45000000000000284
2022-12-03,NCAAB,Villanova,Oklahoma,70,66,127.0,136,1,71.25,76.25,70.7,57.0,0.5499999999999972,19.25
2022-12-03,NCAAB,Portland,Air,68,64,138.0,132,0,78.0,80.42857142857143,67.0,63.333333333333336,11.0,17.095238095238095
2022-12-03,NCAAB,Dartmouth,Cal,79,54,125.0,133,1,61.0,77.0,68.3,70.7,-7.299999999999997,6.299999999999997
2022-12-03,NCAAB,Grambling,Incarnate,72,39,132.0,111,0,72.33333333333333,62.0,61.6,64.6,10.733333333333327,-2.5999999999999943
2022-12-03,NCAAB,Penn,La,81,84,142.0,165,1,74.5,72.3,62.0,69.0,12.5,3.299999999999997
2022-12-03,NCAAB,Saint,Fdu,80,97,154.0,177,1,73.0,70.3,80.0,85.83333333333333,-7.0,-15.533333333333331
2022-12-03,NCAAB,Northern,Evansville,72,55,132.0,127,0,71.8,77.2,60.0,67.66666666666667,11.799999999999997,9.533333333333331
2022-12-03,NCAAB,Duquesne,Ball,78,77,142.0,155,1,91.77777777777777,63.0,71.66666666666667,74.0,20.1111111111111,-11.0
2022-12-03,NCAAB,Lehigh,Umbc,62,88,157.0,150,0,71.0,80.0,70.5,71.0,0.5,9.0
2022-12-03,NCAAB,Virginia,Florida,62,57,130.0,119,0,68.33333333333333,64.66666666666667,71.0,72.5,-2.6666666666666714,-7.833333333333329
2022-12-03,NCAAB,Bowling,Morgan,86,76,148.0,162,1,66.0,82.0,54.0,69.0,12.0,13.0
2022-12-03,NCAAB,High,North,93,88,155.0,181,1,89.14285714285714,54.57142857142857,70.0,72.9,19.14285714285714,-18.328571428571436
2022-12-03,NCAAB,Butler,Tennessee,80,66,139.0,146,1,87.42857142857143,57.0,71.66666666666667,69.33333333333333,15.76190476190476,-12.333333333333329
2022-12-03,NCAAB,Smu,Jackson,68,69,143.0,137,0,67.2,73.4,64.75,73.25,2.450000000000003,0.15000000000000568
2022-12-03,NCAAB,Drexel,Princeton,63,83,133.0,146,1,61.333333333333336,55.666666666666664,76.0,77.33333333333333,-14.666666666666664,-21.666666666666664
2022-12-04,NCAAB,Radford,George,86,76,140.0,162,1,78.75,71.25,76.0,69.33333333333333,2.75,1.9166666666666714
2022-12-04,NCAAB,Tennessee,Alcorn,94,40,131.0,134,1,71.1,70.4,61.8,80.0,9.299999999999997,-9.599999999999994
2022-12-04,NCAAB,Arizona,California,81,68,141.0,149,1,85.0,69.1,62.22222222222222,67.22222222222223,22.77777777777778,1.8777777777777658
2022-12-04,NCAAB,Creighton,Nebraska,53,63,141.0,116,0,81.6,66.1,75.25,63.75,6.349999999999994,2.3499999999999943
2022-12-04,NCAAB,Denver,East,84,75,139.0,159,1,78.875,80.625,70.6,80.6,8.275000000000006,0.025000000000005684
2022-12-04,NCAAB,Chicago,Southern,78,61,150.0,139,0,66.42857142857143,79.0,70.6,67.1,-4.171428571428564,11.900000000000006
2022-12-04,NCAAB,Manhattan,Monmouth,69,76,135.0,145,1,61.8,69.0,67.5,87.25,-5.700000000000003,-18.25
2022-12-04,NCAAB,Eastern,Florida,73,101,149.0,174,1,65.5,74.2,68.6,71.5,-3.0999999999999943,2.700000000000003
2022-12-04,NCAAB,Merrimack,Vermont,43,66,128.0,109,0,52.5,72.16666666666667,80.75,74.25,-28.25,-2.0833333333333286
2022-12-04,NCAAB,Maine,Marist,61,62,125.0,123,0,67.0,72.0,65.0,60.0,2.0,12.0
2022-12-04,NCAAB,Wright,Youngstown,77,88,154.0,165,1,74.125,70.875,81.0,71.0,-6.875,-0.125
2022-12-04,NCAAB,Louisville,Miami,53,80,136.0,133,0,56.666666666666664,80.0,71.55555555555556,72.66666666666667,-14.888888888888893,7.333333333333329
2022-12-04,NCAAB,Ucf,Samford,80,77,139.0,157,1,74.83333333333333,67.16666666666667,81.5,56.5,-6.666666666666671,10.666666666666671
2022-12-04,NCAAB,Uab,South,76,68,152.0,144,0,96.75,74.5,68.1,71.4,28.650000000000006,3.0999999999999943
2022-12-04,NCAAB,Florida,Stetson,89,51,144.0,140,0,72.4,70.8,59.57142857142857,98.28571428571429,12.828571428571436,-27.485714285714295
2022-12-04,NCAAB,Cornell,Lafayette,73,68,137.0,141,1,78.8,73.6,61.0,69.75,17.799999999999997,3.8499999999999943
2022-12-05,NCAAB,Green,Iu,68,61,124.0,129,1,65.5,79.5,63.333333333333336,78.33333333333333,2.1666666666666643,1.1666666666666714
2022-12-05,NCAAB,Umass,University,87,73,138.0,160,1,75.44444444444444,65.66666666666667,61.5,70.16666666666667,13.944444444444443,-4.5
2022-12-06,NCAAB,Duke,Iowa,74,62,149.0,136,0,67.28571428571429,55.0,73.5,67.25,-6.214285714285708,-12.25
2022-12-06,NCAAB,Idaho,North,76,66,139.0,142,1,67.85714285714286,66.14285714285714,73.3,74.6,-5.442857142857136,-8.457142857142856
2022-12-06,NCAAB,Wisconsin,Maryland,64,59,131.0,123,0,61.5,59.75,84.5,60.75,-23.0,-1.0
2022-12-06,NCAAB,Wyoming,East,91,76,132.0,167,1,60.0,64.25,73.0,79.1,-13.0,-14.849999999999994
2022-12-06,NCAAB,Northern,Toledo,75,83,154.0,158,1,72.1,74.5,86.14285714285714,79.0,-14.042857142857144,-4.5
2022-12-06,NCAAB,Ut,North,57,60,114.0,117,1,67.9,77.2,74.1,76.9,-6.199999999999989,0.29999999999999716
2022-12-06,NCAAB,Siu,Bradley,54,56,138.0,110,0,61.0,56.0,72.0,59.75,-11.0,-3.75
2022-12-06,NCAAB,Tcu,Jackson,78,51,139.0,129,0,73.5,64.5,65.6,72.2,7.900000000000006,-7.700000000000003
2022-12-06,NCAAB,Oklahoma,Kansas,75,53,122.0,128,1,72.2,58.8,78.3,66.6,-6.099999999999994,-7.799999999999997
2022-12-06,NCAAB,Dartmouth,Vermont,52,68,138.0,120,0,65.5,71.25,77.8,68.0,-12.299999999999997,3.25
2022-12-06,NCAAB,Kansas,Abilene,81,64,137.0,145,1,74.7,67.7,74.625,66.75,0.07500000000000284,0.9500000000000028
2022-12-06,NCAAB,Wofford,Coastal,71,61,138.0,132,0,72.0,73.0,64.5,84.0,7.5,-11.0
2022-12-06,NCAAB,Chattanooga,Milwaukee,88,76,147.0,164,1,74.0,77.75,79.0,70.33333333333333,-5.0,7.416666666666671
2022-12-06,NCAAB,North,Coppin,94,72,160.0,166,1,70.0,72.3,82.5,76.5,-12.5,-4.200000000000003
2022-12-06,NCAAB,Furman,High,82,85,158.0,167,1,79.75,73.25,89.625,58.75,-9.875,14.5
2022-12-06,NCAAB,Fordham,Wagner,72,59,136.0,131,0,68.22222222222223,52.888888888888886,66.0,70.0,2.2222222222222285,-17.111111111111114
2022-12-06,NCAAB,Winthrop,South,81,67,158.0,148,0,63.25,88.0,67.4,72.8,-4.150000000000006,15.200000000000003
2022-12-06,NCAAB,Columbia,Umbc,66,73,153.0,139,0,48.8,67.0,76.33333333333333,68.0,-27.53333333333333,-1.0
2022-12-06,NCAAB,Presbyterian,Charleston,62,67,144.0,129,0,57.0,70.75,76.33333333333333,78.33333333333333,-19.33333333333333,-7.583333333333329
2022-12-06,NCAAB,Georgia,Georgia,79,77,131.0,156,1,71.8,67.6,71.8,67.6,0.0,0.0
2022-12-06,NCAAB,Air,South,79,58,127.0,137,1,66.25,64.5,67.3,75.6,-1.0499999999999972,-11.099999999999994
2022-12-06,NCAAB,Mount,American,61,69,128.0,130,1,62.0,73.75,63.5,65.75,-1.5,8.0
2022-12-07,NCAAB,Illinois,Eastern,87,81,143.0,168,1,77.1,63.8,65.9,75.6,11.199999999999989,-11.799999999999997
2022-12-07,NCAAB,Texas,Nicholls,78,71,140.0,149,1,78.2,74.0,68.66666666666667,105.66666666666667,9.533333333333331,-31.66666666666667
2022-12-07,NCAAB,Tulsa,Detroit,72,76,152.0,148,0,80.6,80.2,71.0,97.0,9.599999999999994,-16.799999999999997
2022-12-07,NCAAB,Grand,Loyola,65,69,133.0,134,1,64.0,63.0,67.0,72.7,-3.0,-9.700000000000003
2022-12-07,NCAAB,Vanderbilt,Pittsburgh,75,74,138.0,149,1,77.0,81.0,70.0,77.5,7.0,3.5
