Date,League,HomeTeam,AwayTeam,HomeScore,AwayScore,OU_Line,TotalPoints,OU_Result,Home_Avg_MOV,Home_Avg_Pts_For,Home_Avg_Pts_Against,Home_Avg_OU_Hit_Rate,Away_Avg_MOV,Away_Avg_Pts_For,Away_Avg_Pts_Against,Away_Avg_OU_Hit_Rate,Avg_MOV_Diff,Avg_Pts_For_Diff,Avg_Pts_Against_Diff,Avg_OU_Hit_Rate_Diff
2024-03-23,NBA,Houston,Utah,147,119,227.0,266,1,-9.1,109.1,118.2,0.8,-10.2,107.6,117.8,0.2,1.0999999999999996,1.5,0.4000000000000057,0.6000000000000001
2024-03-23,NBA,Atlanta,Charlotte,132,91,212.0,223,1,2.2,114.7,112.5,0.3,-0.3,105.8,106.1,0.1,2.5,8.900000000000006,6.400000000000006,0.19999999999999998
2024-03-24,NBA,Detroit,New,101,114,218.0,215,0,-6.4,104.7,111.1,0.3,12.4,109.7,97.3,0.4,-18.8,-5.0,13.799999999999997,-0.10000000000000003
2024-03-24,NBA,La,Philadelphia,107,121,216.0,228,1,-0.2,110.6,110.8,0.4,-9.8,97.7,107.5,0.0,9.600000000000001,12.899999999999991,3.299999999999997,0.4
2024-03-24,NBA,Miami,Cleveland,121,84,203.0,205,1,4.9,108.3,103.4,0.3,-4.6,108.6,113.2,0.6,9.5,-0.29999999999999716,-9.799999999999997,-0.3
2024-03-24,NBA,Los,Indiana,150,145,240.0,295,1,2.3,120.3,118.0,0.6,5.8,121.0,115.2,0.4,-3.5,-0.7000000000000028,2.799999999999997,0.19999999999999996
2024-03-25,NBA,La,Indiana,116,133,237.0,249,1,-2.1,108.3,110.4,0.4,4.1,122.1,118.0,0.4,-6.199999999999999,-13.799999999999997,-7.599999999999994,0.0
2024-03-25,NBA,Chicago,Washington,105,107,227.0,212,0,-0.8,114.9,115.7,0.7,-17.2,108.1,125.3,0.7,16.4,6.800000000000011,-9.599999999999994,0.0
2024-03-25,NBA,Utah,Dallas,105,115,239.0,220,0,-12.2,108.8,121.0,0.3,3.3,120.3,117.0,0.5,-15.5,-11.5,4.0,-0.2
2024-03-25,NBA,Atlanta,Boston,120,118,225.0,238,1,5.6,113.8,108.2,0.3,16.9,121.5,104.6,0.5,-11.299999999999999,-7.700000000000003,3.6000000000000085,-0.2
2024-03-25,NBA,Cleveland,Charlotte,115,92,206.0,207,1,-8.5,104.9,113.4,0.6,-5.2,103.4,108.6,0.2,-3.3,1.5,4.800000000000011,0.39999999999999997
2024-03-25,NBA,New,Detroit,124,99,212.0,223,1,9.6,107.2,97.6,0.3,-7.4,103.9,111.3,0.3,17.0,3.299999999999997,-13.700000000000003,0.0
2024-03-26,NBA,Miami,Golden,92,113,217.0,205,0,9.4,110.9,101.5,0.4,-5.9,110.1,116.0,0.2,15.3,0.8000000000000114,-14.5,0.2
2024-03-26,NBA,Sacramento,Dallas,96,132,233.0,228,0,9.9,118.4,108.5,0.3,3.8,117.0,113.2,0.4,6.1000000000000005,1.4000000000000057,-4.700000000000003,-0.10000000000000003
2024-03-27,NBA,Charlotte,Cleveland,118,111,208.0,229,1,-8.3,101.1,109.4,0.3,-5.3,104.1,109.4,0.6,-3.000000000000001,-3.0,0.0,-0.3
2024-03-27,NBA,Orlando,Golden,93,101,218.0,194,0,7.1,108.4,101.3,0.4,-2.2,111.1,113.3,0.2,9.3,-2.6999999999999886,-12.0,0.2
2024-03-27,NBA,Washington,Brooklyn,119,122,220.0,241,1,-15.0,107.8,122.8,0.6,-5.7,103.7,109.4,0.5,-9.3,4.099999999999994,13.399999999999991,0.09999999999999998
2024-03-27,NBA,Oklahoma,Houston,126,132,226.0,258,1,7.9,117.1,109.2,0.4,-4.1,113.3,117.4,0.8,12.0,3.799999999999997,-8.200000000000003,-0.4
2024-03-27,NBA,Denver,Phoenix,97,104,229.0,201,0,14.4,122.0,107.6,0.8,3.8,120.7,116.9,0.5,10.600000000000001,1.2999999999999972,-9.300000000000011,0.30000000000000004
2024-03-28,NBA,New,Milwaukee,107,100,226.0,207,0,9.7,109.8,100.1,0.4,6.8,118.2,111.4,0.5,2.8999999999999995,-8.400000000000006,-11.300000000000011,-0.09999999999999998
2024-03-29,NBA,Oklahoma,Phoenix,128,103,228.0,231,1,6.8,119.5,112.7,0.5,3.1,118.2,115.1,0.4,3.6999999999999997,1.2999999999999972,-2.3999999999999915,0.09999999999999998
2024-03-29,NBA,San,New,130,126,214.0,256,1,0.2,111.4,111.2,0.3,9.6,110.2,100.6,0.4,-9.4,1.2000000000000028,10.600000000000009,-0.10000000000000003
2024-03-29,NBA,Sacramento,Dallas,103,107,232.0,210,0,4.7,115.7,111.0,0.3,7.2,117.1,109.9,0.3,-2.5,-1.3999999999999915,1.0999999999999943,0.0
2024-03-30,NBA,Orlando,Memphis,118,88,209.0,206,0,5.7,106.3,100.6,0.3,-10.7,99.3,110.0,0.4,16.4,7.0,-9.400000000000006,-0.10000000000000003
2024-03-31,NBA,Toronto,Philadelphia,120,135,215.0,255,1,-16.5,107.0,123.5,0.3,-7.0,100.2,107.2,0.1,-9.5,6.799999999999997,16.299999999999997,0.19999999999999998
2024-03-31,NBA,Minnesota,Chicago,101,109,212.0,210,0,2.2,109.9,107.7,0.5,0.6,115.7,115.1,0.7,1.6,-5.799999999999997,-7.3999999999999915,-0.19999999999999996
2024-03-31,NBA,Sacramento,Utah,127,106,220.0,233,1,6.4,116.4,110.0,0.3,-12.4,108.6,121.0,0.3,18.8,7.800000000000011,-11.0,0.0
2024-03-31,NBA,Charlotte,La,118,130,216.0,248,1,-8.4,101.4,109.8,0.4,-4.4,109.8,114.2,0.5,-4.0,-8.399999999999991,-4.400000000000006,-0.09999999999999998
2024-04-01,NBA,Chicago,Atlanta,101,113,221.0,214,0,1.0,115.3,114.3,0.7,6.6,114.1,107.5,0.4,-5.6,1.2000000000000028,6.799999999999997,0.29999999999999993
2024-04-01,NBA,Charlotte,Boston,104,118,220.0,222,1,-10.4,101.7,112.1,0.5,11.5,119.3,107.8,0.6,-21.9,-17.599999999999994,4.299999999999997,-0.09999999999999998
2024-04-01,NBA,Detroit,Memphis,108,110,216.0,218,1,-10.9,103.3,114.2,0.4,-12.9,97.1,110.0,0.3,2.0,6.200000000000003,4.200000000000003,0.10000000000000003
2024-04-01,NBA,New,Phoenix,111,124,223.0,235,1,8.0,112.3,104.3,0.5,0.1,115.5,115.4,0.4,7.9,-3.200000000000003,-11.100000000000009,0.09999999999999998
2024-04-02,NBA,Washington,Milwaukee,117,113,226.0,230,1,-13.3,108.7,122.0,0.6,4.0,116.3,112.3,0.5,-17.3,-7.599999999999994,9.700000000000003,0.09999999999999998
2024-04-02,NBA,Toronto,Los,111,128,236.0,239,1,-15.7,109.1,124.8,0.4,3.6,124.7,121.1,0.7,-19.3,-15.600000000000009,3.700000000000003,-0.29999999999999993
2024-04-02,NBA,Minnesota,Houston,113,106,214.0,219,1,-0.1,109.9,110.0,0.5,-1.3,116.0,117.3,0.8,1.2,-6.099999999999994,-7.299999999999997,-0.30000000000000004
2024-04-02,NBA,Denver,San,110,105,224.0,215,0,11.7,118.7,107.0,0.7,1.6,114.6,113.0,0.4,10.1,4.1000000000000085,-6.0,0.29999999999999993
2024-04-02,NBA,Utah,Cleveland,113,129,218.0,242,1,-13.7,108.5,122.2,0.4,-7.0,104.2,111.2,0.7,-6.699999999999999,4.299999999999997,11.0,-0.29999999999999993
2024-04-02,NBA,Sacramento,La,109,95,223.0,204,0,8.1,116.7,108.6,0.3,-1.6,112.1,113.7,0.6,9.7,4.6000000000000085,-5.1000000000000085,-0.3
2024-04-03,NBA,Boston,Oklahoma,135,100,229.0,235,1,13.0,120.7,107.7,0.7,6.7,118.3,111.6,0.5,6.3,2.4000000000000057,-3.8999999999999915,0.19999999999999996
2024-04-03,NBA,Washington,Los,120,125,238.0,245,1,-10.9,109.4,120.3,0.6,3.6,123.6,120.0,0.7,-14.5,-14.199999999999989,0.29999999999999716,-0.09999999999999998
2024-04-03,NBA,Milwaukee,Memphis,101,111,217.0,212,0,-0.2,115.3,115.5,0.6,-11.8,99.4,111.2,0.4,11.600000000000001,15.899999999999991,4.299999999999997,0.19999999999999996
2024-04-03,NBA,Brooklyn,Indiana,115,111,233.0,226,0,-7.9,104.8,112.7,0.6,5.2,123.8,118.6,0.5,-13.100000000000001,-19.0,-5.8999999999999915,0.09999999999999998
2024-04-03,NBA,Atlanta,Detroit,121,113,223.0,234,1,6.9,113.2,106.3,0.4,-10.1,104.1,114.2,0.5,17.0,9.100000000000009,-7.900000000000006,-0.09999999999999998
2024-04-04,NBA,New,Sacramento,120,109,212.0,229,1,4.8,110.8,106.0,0.5,9.9,116.7,106.8,0.3,-5.1000000000000005,-5.900000000000006,-0.7999999999999972,0.2
2024-04-05,NBA,Charlotte,Orlando,124,115,207.0,239,1,-12.6,100.6,113.2,0.6,6.9,106.3,99.4,0.2,-19.5,-5.700000000000003,13.799999999999997,0.39999999999999997
2024-04-05,NBA,Chicago,New,108,100,211.0,208,0,-0.4,113.5,113.9,0.6,4.6,112.4,107.8,0.6,-5.0,1.0999999999999943,6.1000000000000085,0.0
2024-04-05,NBA,Dallas,Golden,108,106,224.0,214,0,11.0,119.1,108.1,0.3,-2.5,108.9,111.4,0.2,13.5,10.199999999999989,-3.3000000000000114,0.09999999999999998
2024-04-05,NBA,Washington,Portland,102,108,225.0,210,0,-9.4,110.4,119.8,0.6,-8.2,107.7,115.9,0.6,-1.200000000000001,2.700000000000003,3.8999999999999915,0.0
2024-04-07,NBA,San,Philadelphia,126,133,226.0,259,1,1.2,113.8,112.6,0.4,-4.1,104.1,108.2,0.2,5.3,9.700000000000003,4.3999999999999915,0.2
2024-04-07,NBA,Golden,Utah,118,110,225.0,228,1,-3.8,108.5,112.3,0.2,-14.5,109.1,123.6,0.5,10.7,-0.5999999999999943,-11.299999999999997,-0.3
2024-04-07,NBA,Charlotte,Oklahoma,118,121,218.0,239,1,-12.5,101.5,114.0,0.7,4.8,117.9,113.1,0.6,-17.3,-16.400000000000006,0.9000000000000057,0.09999999999999998
2024-04-07,NBA,Dallas,Houston,147,136,227.0,283,1,12.4,118.2,105.8,0.3,0.2,116.1,115.9,0.8,12.200000000000001,2.1000000000000085,-10.100000000000009,-0.5
2024-04-07,NBA,Toronto,Washington,130,122,235.0,252,1,-17.2,107.7,124.9,0.4,-8.0,109.6,117.6,0.5,-9.2,-1.8999999999999915,7.300000000000011,-0.09999999999999998
2024-04-07,NBA,La,Cleveland,120,118,217.0,238,1,-3.1,112.7,115.8,0.6,-4.5,107.3,111.8,0.8,1.4,5.400000000000006,4.0,-0.20000000000000007
2024-04-08,NBA,Los,Golden,120,134,236.0,254,1,2.7,123.6,120.9,0.8,-4.5,108.3,112.8,0.3,7.2,15.299999999999997,8.100000000000009,0.5
2024-04-08,NBA,Milwaukee,Boston,104,91,231.0,195,0,-2.8,114.1,116.9,0.6,17.1,123.3,106.2,0.7,-19.900000000000002,-9.200000000000003,10.700000000000003,-0.09999999999999998
2024-04-08,NBA,Memphis,San,87,102,218.0,189,0,-11.6,98.4,110.0,0.3,-1.8,114.2,116.0,0.5,-9.799999999999999,-15.799999999999997,-6.0,-0.2
2024-04-08,NBA,Minnesota,Washington,130,121,224.0,251,1,-0.3,109.8,110.1,0.6,-7.9,111.3,119.2,0.6,7.6000000000000005,-1.5,-9.100000000000009,0.0
2024-04-08,NBA,Utah,Denver,95,111,224.0,206,0,-14.5,109.4,123.9,0.6,10.2,116.7,106.5,0.6,-24.7,-7.299999999999997,17.400000000000006,0.0
2024-04-09,NBA,Minnesota,Washington,130,121,224.0,251,1,1.0,110.8,109.8,0.6,-7.7,112.2,119.9,0.7,8.7,-1.4000000000000057,-10.100000000000009,-0.09999999999999998
2024-04-09,NBA,Memphis,San,87,102,218.0,189,0,-12.5,97.6,110.1,0.3,2.0,115.1,113.1,0.5,-14.5,-17.5,-3.0,-0.2
2024-04-09,NBA,Utah,Denver,95,111,224.0,206,0,-13.4,109.2,122.6,0.6,9.8,114.8,105.0,0.5,-23.200000000000003,-5.599999999999994,17.599999999999994,0.09999999999999998
2024-04-09,NBA,Los,Golden,120,134,236.0,254,1,2.3,124.3,122.0,0.9,2.1,112.9,110.8,0.4,0.19999999999999973,11.399999999999991,11.200000000000003,0.5
2024-04-09,NBA,Milwaukee,Boston,104,91,231.0,195,0,-2.2,113.2,115.4,0.6,14.8,120.7,105.9,0.7,-17.0,-7.5,9.5,-0.09999999999999998
2024-04-10,NBA,Cleveland,Memphis,110,98,213.0,208,0,-4.8,108.6,113.4,0.9,-11.5,97.7,109.2,0.3,6.7,10.899999999999991,4.200000000000003,0.6000000000000001
2024-04-10,NBA,Oklahoma,San,127,89,231.0,216,0,5.7,119.9,114.2,0.7,4.4,114.8,110.4,0.5,1.2999999999999998,5.1000000000000085,3.799999999999997,0.19999999999999996
2024-04-11,NBA,Portland,Golden,92,100,220.0,192,0,-8.3,107.8,116.1,0.6,3.8,114.1,110.3,0.4,-12.100000000000001,-6.299999999999997,5.799999999999997,0.19999999999999996
2024-04-11,NBA,Detroit,Chicago,105,127,220.0,232,1,-10.1,104.4,114.5,0.5,0.1,111.8,111.7,0.5,-10.2,-7.3999999999999915,2.799999999999997,0.0
2024-04-11,NBA,Utah,Houston,124,121,227.0,245,1,-14.2,108.0,122.2,0.6,1.3,119.2,117.9,0.8,-15.5,-11.200000000000003,4.299999999999997,-0.20000000000000007
2024-04-12,NBA,La,Utah,109,110,225.0,219,0,-2.2,114.1,116.3,0.7,-13.3,108.4,121.7,0.6,11.100000000000001,5.699999999999989,-5.400000000000006,0.09999999999999998
2024-04-12,NBA,Philadelphia,Orlando,125,113,215.0,238,1,-2.0,107.8,109.8,0.3,5.7,106.6,100.9,0.3,-7.7,1.2000000000000028,8.899999999999991,0.0
2024-04-12,NBA,Cleveland,Indiana,129,120,232.0,249,1,-2.5,109.5,112.0,0.9,3.2,123.4,120.2,0.5,-5.7,-13.900000000000006,-8.200000000000003,0.4
2024-04-12,NBA,Boston,Charlotte,131,98,216.0,229,1,11.3,117.7,106.4,0.7,-11.5,104.9,116.4,0.8,22.8,12.799999999999997,-10.0,-0.10000000000000009
2024-04-12,NBA,San,Denver,121,120,224.0,241,1,-0.8,110.5,111.3,0.4,9.9,113.2,103.3,0.4,-10.700000000000001,-2.700000000000003,8.0,0.0
2024-04-12,NBA,Memphis,Los,120,123,227.0,243,1,-12.0,97.5,109.5,0.3,1.9,124.9,123.0,0.9,-13.9,-27.400000000000006,-13.5,-0.6000000000000001
2024-04-12,NBA,Minnesota,Atlanta,109,106,227.0,215,0,2.0,115.0,113.0,0.7,5.0,112.9,107.9,0.5,-3.0,2.0999999999999943,5.099999999999994,0.19999999999999996
2024-04-12,NBA,Dallas,Detroit,89,107,217.0,196,0,11.9,121.1,109.2,0.4,-12.9,103.1,116.0,0.5,24.8,18.0,-6.799999999999997,-0.09999999999999998
2024-04-12,NBA,Portland,Houston,107,116,219.0,223,1,-8.6,105.6,114.2,0.5,3.2,120.8,117.6,0.8,-11.8,-15.200000000000003,-3.3999999999999915,-0.30000000000000004
2024-04-12,NBA,Sacramento,Phoenix,107,108,227.0,215,0,7.8,114.6,106.8,0.3,0.4,115.6,115.2,0.5,7.3999999999999995,-1.0,-8.400000000000006,-0.2
2024-04-13,NBA,Oklahoma,Dallas,135,86,226.0,221,0,9.0,122.1,113.1,0.7,8.7,117.8,109.1,0.3,0.3000000000000007,4.299999999999997,4.0,0.39999999999999997
2024-04-13,NBA,Memphis,Denver,111,126,217.0,237,1,-11.6,100.3,111.9,0.4,8.2,113.3,105.1,0.5,-19.799999999999997,-13.0,6.800000000000011,-0.09999999999999998
2024-04-13,NBA,New,Chicago,120,119,218.0,239,1,5.3,111.8,106.5,0.5,3.3,114.3,111.0,0.6,2.0,-2.5,-4.5,-0.09999999999999998
2024-04-13,NBA,Sacramento,Portland,121,82,215.0,203,0,4.2,112.4,108.2,0.3,-8.7,104.3,113.0,0.5,12.899999999999999,8.100000000000009,-4.799999999999997,-0.2
2024-04-13,NBA,Philadelphia,Brooklyn,107,86,216.0,193,0,0.6,110.7,110.1,0.4,-4.8,108.2,113.0,0.6,5.3999999999999995,2.5,-2.9000000000000057,-0.19999999999999996
2024-04-13,NBA,Boston,Washington,132,122,229.0,254,1,12.0,117.8,105.8,0.7,-5.7,114.5,120.2,0.7,17.7,3.299999999999997,-14.400000000000006,0.0
2024-04-13,NBA,Orlando,Milwaukee,113,88,216.0,201,0,1.8,107.1,105.3,0.4,-0.8,111.4,112.2,0.5,2.6,-4.300000000000011,-6.900000000000006,-0.09999999999999998
2024-04-14,NBA,Oklahoma,Dallas,135,86,226.0,221,0,11.9,123.0,111.1,0.6,1.5,114.8,113.3,0.3,10.4,8.200000000000003,-2.200000000000003,0.3
2024-04-14,NBA,Philadelphia,Brooklyn,107,86,216.0,193,0,4.1,111.8,107.7,0.4,-6.3,105.6,111.9,0.5,10.399999999999999,6.200000000000003,-4.200000000000003,-0.09999999999999998
2024-04-14,NBA,Orlando,Milwaukee,113,88,216.0,201,0,3.5,106.9,103.4,0.4,-4.0,107.8,111.8,0.4,7.5,-0.8999999999999915,-8.399999999999991,0.0
2024-04-14,NBA,New,Chicago,120,119,218.0,239,1,6.7,113.8,107.1,0.5,2.9,113.0,110.1,0.6,3.8000000000000003,0.7999999999999972,-3.0,-0.09999999999999998
2024-04-14,NBA,Sacramento,Portland,121,82,215.0,203,0,6.8,112.5,105.7,0.3,-11.0,101.8,112.8,0.4,17.8,10.700000000000003,-7.099999999999994,-0.10000000000000003
2024-04-14,NBA,Memphis,Denver,111,126,217.0,237,1,-10.0,102.1,112.1,0.5,7.6,114.2,106.6,0.6,-17.6,-12.100000000000009,5.5,-0.09999999999999998
2024-04-14,NBA,Boston,Washington,132,122,229.0,254,1,10.5,119.1,108.6,0.8,-4.1,116.3,120.4,0.7,14.6,2.799999999999997,-11.800000000000011,0.10000000000000009
2024-04-18,NBA,Miami,Chicago,112,91,207.0,203,0,4.7,108.0,103.3,0.3,4.3,113.8,109.5,0.6,0.40000000000000036,-5.799999999999997,-6.200000000000003,-0.3
2024-04-19,NBA,Miami,Chicago,112,91,207.0,203,0,4.2,106.9,102.7,0.3,-0.7,110.2,110.9,0.5,4.9,-3.299999999999997,-8.200000000000003,-0.2
2024-04-20,NBA,Denver,Los,114,103,227.0,217,0,8.1,114.4,106.3,0.6,3.2,125.2,122.0,0.9,4.8999999999999995,-10.799999999999997,-15.700000000000003,-0.30000000000000004
2024-04-20,NBA,New,Philadelphia,111,104,208.0,215,1,4.5,114.7,110.2,0.6,5.5,112.1,106.6,0.4,-1.0,2.6000000000000085,3.6000000000000085,0.19999999999999996
2024-04-21,NBA,Milwaukee,Indiana,109,94,230.0,203,0,-3.0,107.2,110.2,0.4,2.0,122.2,120.2,0.5,-5.0,-15.0,-10.0,-0.09999999999999998
2024-04-21,NBA,La,Dallas,109,97,221.0,206,0,-3.3,113.8,117.1,0.7,-3.2,111.5,114.7,0.2,-0.09999999999999964,2.299999999999997,2.3999999999999915,0.49999999999999994
2024-04-22,NBA,New,Philadelphia,104,101,206.0,205,0,4.0,115.3,111.3,0.7,6.9,112.7,105.8,0.5,-2.9000000000000004,2.5999999999999943,5.5,0.19999999999999996
2024-04-23,NBA,Minnesota,Phoenix,105,93,211.0,198,0,1.8,114.0,112.2,0.6,1.4,115.5,114.1,0.5,0.40000000000000013,-1.5,-1.8999999999999915,0.09999999999999998
2024-04-24,NBA,Oklahoma,New,124,92,210.0,216,1,18.2,124.7,106.5,0.5,3.0,114.3,111.3,0.7,15.2,10.400000000000006,-4.799999999999997,-0.19999999999999996
2024-04-25,NBA,Philadelphia,New,125,114,205.0,239,1,7.4,113.3,105.9,0.5,-2.7,111.1,113.8,0.7,10.100000000000001,2.200000000000003,-7.8999999999999915,-0.19999999999999996
2024-04-25,NBA,Orlando,Cleveland,121,83,202.0,204,1,4.8,108.1,103.3,0.4,-2.5,111.1,113.6,0.9,7.3,-3.0,-10.299999999999997,-0.5
2024-04-27,NBA,New,Oklahoma,85,106,210.0,191,0,-4.5,111.8,116.3,0.8,20.6,124.3,103.7,0.5,-25.1,-12.5,12.599999999999994,0.30000000000000004
2024-04-27,NBA,Orlando,Cleveland,112,89,202.0,201,0,11.0,112.8,101.8,0.5,-4.4,109.3,113.7,0.9,15.4,3.5,-11.900000000000006,-0.4
2024-04-28,NBA,Phoenix,Minnesota,116,122,213.0,238,1,-0.5,112.8,113.3,0.5,2.8,113.2,110.4,0.6,-3.3,-0.4000000000000057,2.8999999999999915,-0.09999999999999998
2024-04-28,NBA,Philadelphia,New,92,97,209.0,189,0,7.8,116.0,108.2,0.6,-6.2,107.7,113.9,0.7,14.0,8.299999999999997,-5.700000000000003,-0.09999999999999998
2024-04-29,NBA,Denver,Los,108,106,217.0,214,0,8.6,114.3,105.7,0.5,2.0,123.2,121.2,0.8,6.6,-8.900000000000006,-15.5,-0.30000000000000004
2024-04-30,NBA,New,Philadelphia,106,112,204.0,218,1,-4.4,106.3,110.7,0.6,8.6,115.0,106.4,0.6,-13.0,-8.700000000000003,4.299999999999997,0.0
2024-05-01,WNBA,Phoenix,Las,86,97,164.0,183,1,-0.1,113.7,113.8,0.6,11.0,97.0,86.0,1.0,-11.1,16.700000000000003,27.799999999999997,-0.4
2024-05-02,NBA,Indiana,Milwaukee,120,98,217.0,218,1,1.4,121.4,120.0,0.5,-2.6,104.1,106.7,0.3,4.0,17.30000000000001,13.299999999999997,0.2
2024-05-02,NBA,Philadelphia,New,115,118,203.0,233,1,7.8,114.1,106.3,0.6,-6.1,104.9,111.0,0.6,13.899999999999999,9.199999999999989,-4.700000000000003,0.0
2024-05-03,NBA,Orlando,Cleveland,103,96,201.0,199,0,12.5,112.6,100.1,0.4,-6.1,107.1,113.2,0.8,18.6,5.5,-13.100000000000009,-0.4
2024-05-06,NBA,New,Indiana,121,117,217.0,238,1,-5.0,106.7,111.7,0.7,3.4,120.7,117.3,0.5,-8.4,-14.0,-5.599999999999994,0.19999999999999996
2024-05-09,NBA,Oklahoma,Dallas,110,119,217.0,229,1,19.6,122.5,102.9,0.5,-5.5,107.6,113.1,0.1,25.1,14.900000000000006,-10.199999999999989,0.4
2024-05-11,NBA,Dallas,Oklahoma,105,101,217.0,206,0,-5.6,108.6,114.2,0.2,16.7,121.2,104.5,0.6,-22.299999999999997,-12.600000000000009,9.700000000000003,-0.39999999999999997
2024-05-11,WNBA,Seattle,Minnesota,70,83,165.0,153,0,1.1,79.0,77.9,0.3,4.3,115.0,110.7,0.6,-3.1999999999999997,-36.0,-32.8,-0.3
2024-05-11,NBA,Cleveland,Boston,93,106,211.0,199,0,-5.4,106.4,111.8,0.7,11.2,120.1,108.9,0.8,-16.6,-13.699999999999989,2.8999999999999915,-0.10000000000000009
2024-05-12,NBA,Minnesota,Denver,107,115,205.0,222,1,6.7,112.4,105.7,0.5,8.5,113.6,105.1,0.4,-1.7999999999999998,-1.1999999999999886,0.6000000000000085,0.09999999999999998
2024-05-12,WNBA,Seattle,Minnesota,70,83,165.0,153,0,0.9,76.7,75.8,0.2,4.0,111.2,107.2,0.6,-3.1,-34.5,-31.400000000000006,-0.39999999999999997
2024-05-13,NBA,Cleveland,Boston,102,109,204.0,211,1,-3.0,107.3,110.3,0.6,9.8,117.8,108.0,0.7,-12.8,-10.5,2.299999999999997,-0.09999999999999998
2024-05-13,WNBA,Seattle,Minnesota,70,83,165.0,153,0,-0.2,74.0,74.2,0.1,5.6,108.3,102.7,0.5,-5.8,-34.3,-28.5,-0.4
2024-05-14,WNBA,Seattle,Minnesota,70,83,165.0,153,0,-1.1,73.4,74.5,0.1,7.7,106.5,98.8,0.5,-8.8,-33.099999999999994,-24.299999999999997,-0.4
2024-05-15,WNBA,Dallas,Chicago,87,79,162.0,166,1,-6.2,107.6,113.8,0.2,-3.1,108.3,111.4,0.4,-3.1,-0.7000000000000028,2.3999999999999915,-0.2
2024-05-15,NBA,Boston,Cleveland,113,98,205.0,211,1,9.4,116.3,106.9,0.7,-6.0,106.0,112.0,0.6,15.4,10.299999999999997,-5.099999999999994,0.09999999999999998
2024-05-15,NBA,Oklahoma,Dallas,92,104,213.0,196,0,16.9,118.7,101.8,0.5,-9.0,103.1,112.1,0.3,25.9,15.600000000000009,-10.299999999999997,0.2
2024-05-16,WNBA,Indiana,New,66,102,170.0,168,0,3.2,121.3,118.1,0.6,-4.7,106.8,111.5,0.7,7.9,14.5,6.599999999999994,-0.09999999999999998
2024-05-16,NBA,Minnesota,Denver,115,70,205.0,185,0,8.3,103.5,95.2,0.4,8.0,113.8,105.8,0.4,0.3000000000000007,-10.299999999999997,-10.599999999999994,0.0
2024-05-17,NBA,Indiana,New,116,103,216.0,219,1,-0.1,115.0,115.1,0.5,-1.2,105.0,106.2,0.6,1.0999999999999999,10.0,8.899999999999991,-0.09999999999999998
2024-05-17,WNBA,Connecticut,Washington,84,77,158.0,161,1,2.8,79.9,77.1,0.6,-5.4,117.3,122.7,0.8,8.2,-37.39999999999999,-45.60000000000001,-0.20000000000000007
2024-05-17,WNBA,Minnesota,Seattle,102,93,166.0,195,1,11.9,102.0,90.1,0.3,-0.8,74.1,74.9,0.1,12.700000000000001,27.900000000000006,15.199999999999989,0.19999999999999998
2024-05-18,WNBA,Phoenix,Atlanta,88,85,171.0,173,1,-1.8,110.6,112.4,0.6,3.6,112.3,108.7,0.5,-5.4,-1.7000000000000028,3.700000000000003,0.09999999999999998
2024-05-18,WNBA,Las,Los,89,82,169.0,171,1,11.0,97.0,86.0,1.0,0.7,121.8,121.1,0.7,10.3,-24.799999999999997,-35.099999999999994,0.30000000000000004
2024-05-18,WNBA,New,Indiana,91,80,169.0,171,1,-3.2,104.2,107.4,0.6,-0.9,114.5,115.4,0.6,-2.3000000000000003,-10.299999999999997,-8.0,0.0
2024-05-19,NBA,New,Indiana,109,130,207.0,239,1,-2.4,102.9,105.3,0.7,-3.2,110.2,113.4,0.7,0.8000000000000003,-7.299999999999997,-8.100000000000009,0.0
2024-05-19,NBA,Denver,Minnesota,90,98,201.0,188,0,4.2,111.1,106.9,0.4,11.9,99.2,87.3,0.3,-7.7,11.899999999999991,19.60000000000001,0.10000000000000003
2024-05-20,WNBA,Indiana,Connecticut,84,88,164.0,172,1,-0.6,108.7,109.3,0.7,2.0,79.3,77.3,0.6,-2.6,29.400000000000006,32.0,0.09999999999999998
2024-05-20,NBA,Boston,Indiana,133,128,223.0,261,1,11.1,115.8,104.7,0.7,-2.7,103.8,106.5,0.7,13.8,12.0,-1.7999999999999972,0.0
2024-05-21,NBA,Boston,Indiana,133,128,223.0,261,1,10.2,117.3,107.1,0.7,-2.8,105.5,108.3,0.8,13.0,11.799999999999997,-1.2000000000000028,-0.10000000000000009
2024-05-21,WNBA,Las,Phoenix,88,98,174.0,186,1,10.6,96.2,85.6,1.0,-0.4,106.5,106.9,0.6,11.0,-10.299999999999997,-21.30000000000001,0.4
2024-05-22,NBA,Minnesota,Dallas,105,108,207.0,213,1,12.4,98.1,85.7,0.3,-8.2,102.8,111.0,0.3,20.6,-4.700000000000003,-25.299999999999997,0.0
2024-05-22,WNBA,Seattle,Indiana,85,83,167.0,168,1,-2.6,75.1,77.7,0.2,-2.4,106.3,108.7,0.8,-0.20000000000000018,-31.200000000000003,-31.0,-0.6000000000000001
2024-05-23,WNBA,Connecticut,Minnesota,83,82,162.0,165,1,0.9,80.3,79.4,0.7,10.9,98.1,87.2,0.4,-10.0,-17.799999999999997,-7.799999999999997,0.29999999999999993
